Symbol,Market Cap,Short Float,Shs Float,Shs Outstand,source
PIZ,Not Found,Not Found,Not Found,Not Found,YAHOO
PKBK,265.82M,0.40%,9.97M,11.89M,FINVIZ
PKW,Not Found,Not Found,Not Found,Not Found,YAHOO
PLAB,802.78M,2.55%,59.11M,60.88M,FINVIZ
PLAY,1.73B,14.60%,38.72M,48.18M,FINVIZ
PLBY,1.22B,17.48%,15.15M,36.74M,FINVIZ
PLCE,1.21B,22.21%,13.91M,14.78M,FINVIZ
PLIN,43.02M,1.34%,31.22M,35.88M,FINVIZ
PLL,884.08M,5.21%,259.18M,15.87M,YAHOO
PLMIU,N/A,N/A,N/A,N/A,YAHOO
PLRX,575.87M,5.59%,32.52M,35.75M,FINVIZ
PLSE,626.37M,11.33%,12.74M,26.48M,FINVIZ
PLTK,11.98B,16.38%,84.08M,409.60M,FINVIZ
PLTR,51.27B,4.93%,1.63B,1.89B,FINVIZ
PLUG,22.63B,11.48%,516.29M,567.03M,FINVIZ
PLW,Not Found,Not Found,Not Found,Not Found,YAHOO
PLXP,334.83M,9.63%,22.14M,23.64M,FINVIZ
PLYA,1.41B,4.60%,130.36M,164.12M,FINVIZ
PMBC,209.83M,0.24%,13.95M,22.32M,FINVIZ
PMCB,61.62M,2.89%,18.86M,2.39B,FINVIZ
PME,59.18M,0.39%,40.54M,86.39M,FINVIZ
PMGMU,-,0.00%,30.72M,-,FINVIZ
PMVP,1.01B,7.33%,39.90M,45.07M,FINVIZ
PNFP,7.38B,1.58%,74.27M,75.48M,FINVIZ
PNNT,453.90M,0.49%,N/A,67.05M,YAHOO
PNT,744.45M,2.13%,72.59M,90.12M,FINVIZ
POAI,83.76M,3.02%,48.15M,51.58M,FINVIZ
PODD,21.28B,3.82%,65.92M,66.70M,FINVIZ
POLA,67.97M,11.90%,7.04M,12.79M,FINVIZ
PONOU,N/A,N/A,N/A,N/A,YAHOO
POOL,20.50B,3.64%,38.85M,40.12M,FINVIZ
POSH,1.91B,19.53%,15.36M,75.71M,FINVIZ
POTX,Not Found,Not Found,Not Found,Not Found,YAHOO
POWI,6.23B,2.81%,59.68M,60.54M,FINVIZ
POWRU,-,0.01%,27.60M,-,FINVIZ
POWW,733.14M,16.02%,87.26M,105.88M,FINVIZ
PPBI,3.94B,1.93%,93.39M,93.64M,FINVIZ
PPBT,75.57M,6.73%,16.26M,17.62M,FINVIZ
PPC,6.86B,5.14%,47.39M,243.68M,FINVIZ
PPD,16.58B,7.48%,216.43M,351.13M,FINVIZ
PPGH,427.75M,0.30%,34.50M,43.12M,FINVIZ
PPGHU,-,0.03%,30.92M,-,FINVIZ
PPH,Not Found,Not Found,Not Found,Not Found,YAHOO
PPHPR,N/A,N/A,N/A,N/A,YAHOO
PPHPU,N/A,N/A,N/A,N/A,YAHOO
PPSI,30.31M,0.32%,4.00M,8.73M,FINVIZ
PPTA,373.95M,1.19%,20.42M,50.30M,FINVIZ
PRAA,1.96B,7.63%,44.99M,45.81M,FINVIZ
PRAX,920.82M,4.54%,31.20M,41.57M,FINVIZ
PRCH,1.91B,15.93%,74.93M,90.70M,FINVIZ
PRCT,1.76B,0.00%,38.25M,41.25M,FINVIZ
PRDO,752.75M,6.25%,69.33M,70.30M,FINVIZ
PRFT,4.02B,6.91%,32.24M,33.05M,FINVIZ
PRFX,25.12M,0.67%,8.16M,10.07M,FINVIZ
PRGS,2.23B,5.20%,43.34M,43.76M,FINVIZ
PRIM,1.46B,2.62%,50.88M,53.73M,FINVIZ
PRLD,894.47M,10.77%,43.72M,46.06M,FINVIZ
PROC,1.18B,3.61%,14.91M,19.84M,FINVIZ
PROG,392.91M,23.94%,33.48M,132.74M,YAHOO
PRPH,87.53M,1.68%,12.44M,15.15M,FINVIZ
PRPL,1.34B,11.41%,66.02M,66.28M,FINVIZ
PRPO,53.59M,1.96%,21.93M,22.71M,YAHOO
PRQR,526.27M,3.48%,55.88M,66.15M,FINVIZ
PRSRU,-,0.01%,40.62M,-,FINVIZ
PRTA,2.47B,6.27%,23.58M,44.33M,FINVIZ
PRTG,263.77M,2.85%,5.07M,12.07M,FINVIZ
PRTH,373.45M,1.32%,9.92M,69.50M,FINVIZ
PRTK,238.40M,8.33%,44.76M,47.12M,FINVIZ
PRTS,795.77M,23.40%,39.78M,51.68M,FINVIZ
PRTY,861.57M,7.76%,105.60M,111.34M,FINVIZ
PRVA,2.80B,6.35%,26.38M,102.74M,FINVIZ
PRVB,396.76M,5.01%,52.37M,63.38M,FINVIZ
PSAGU,-,0.04%,31.38M,-,FINVIZ
PSC,Not Found,Not Found,Not Found,Not Found,YAHOO
PSCE,Not Found,Not Found,Not Found,Not Found,YAHOO
PSEC,3.26B,2.82%,N/A,389.13M,YAHOO
PSHG,27.82M,0.39%,2.39M,5.03M,FINVIZ
PSNL,894.28M,3.53%,43.44M,43.96M,FINVIZ
PSTI,91.80M,1.17%,27.70M,31.64M,FINVIZ
PSTV,30.51M,0.95%,12.04M,13.26M,FINVIZ
PSTX,402.74M,1.79%,37.17M,62.15M,FINVIZ
PT,44.70M,8.99%,5.10M,42.61M,FINVIZ
PTC,14.93B,2.26%,105.75M,116.93M,FINVIZ
PTCT,2.68B,7.39%,68.50M,70.42M,FINVIZ
PTE,43.58M,0.91%,67.85M,80.60M,FINVIZ
PTEN,1.86B,5.37%,184.54M,188.41M,FINVIZ
PTGX,1.49B,12.69%,29.49M,44.87M,FINVIZ
PTICU,-,0.00%,19.91M,-,FINVIZ
PTIX,32.32M,1.04%,12.82M,14.49M,FINVIZ
PTMN,Not Found,Not Found,Not Found,Not Found,YAHOO
PTOCU,N/A,N/A,N/A,N/A,YAHOO
PTON,27.77B,10.89%,265.89M,298.74M,FINVIZ
PTPI,20.62M,1.12%,9.53M,9.80M,FINVIZ
PTRA,1.99B,N/A,159.32M,212.3M,YAHOO
PTRS,160.03M,0.17%,9.74M,17.79M,YAHOO
PTVE,2.42B,2.49%,42.62M,177.40M,FINVIZ
PUBM,207.61M,11.34%,19.72M,49.58M,FINVIZ
PUCK,323.31M,0.09%,27.61M,33.16M,FINVIZ
PUCKU,-,0.01%,25.14M,-,FINVIZ
PULM,50.58M,2.07%,56.22M,56.25M,FINVIZ
PUMP,983.45M,2.89%,75.93M,102.40M,FINVIZ
PUYI,359.33M,0.16%,2.86M,60.31M,FINVIZ
PVAC,Not Found,Not Found,Not Found,Not Found,YAHOO
PVBC,322.92M,0.80%,15.58M,16.78M,FINVIZ
PWFL,249.67M,1.60%,33.75M,34.90M,FINVIZ
PWP,1.27B,5.71%,41.92M,42.96M,FINVIZ
PXI,Not Found,Not Found,Not Found,Not Found,YAHOO
PXLW,222.01M,4.54%,48.59M,52.28M,FINVIZ
PXS,33.46M,0.27%,16.61M,29.22M,FINVIZ
PYCR,5.72B,0.71%,174.11M,176.30M,FINVIZ
PYPL,276.50B,1.00%,1.17B,1.17B,FINVIZ
PYR,810.21M,1.45%,84.75M,166.29M,FINVIZ
PYXS,426.53M,1.64%,1.03M,32.74M,YAHOO
PZZA,4.53B,4.18%,32.03M,34.73M,FINVIZ
QADA,1.84B,1.64%,12.65M,20.87M,FINVIZ
QCLN,Not Found,Not Found,Not Found,Not Found,YAHOO
QCOM,151.70B,1.31%,1.13B,1.13B,FINVIZ
QDEL,5.49B,8.33%,36.57M,41.69M,FINVIZ
QFIN,3.15B,7.32%,105.37M,153.44M,FINVIZ
QH,120.20M,0.03%,28.39M,43.63M,FINVIZ
QIWI,548.01M,8.96%,11.60M,62.07M,FINVIZ
QK,39.66M,0.04%,34.78M,45.07M,FINVIZ
QLGN,33.91M,6.34%,25.92M,28.85M,FINVIZ
QLI,133.46M,0.36%,8.06M,32.43M,FINVIZ
QLYS,4.81B,13.64%,28.74M,39.10M,FINVIZ
QMCO,351.91M,3.10%,54.90M,57.13M,FINVIZ
QNST,781.76M,2.25%,50.24M,53.70M,FINVIZ
QQQ,Not Found,Not Found,Not Found,Not Found,YAHOO
QQQJ,Not Found,Not Found,Not Found,Not Found,YAHOO
QQQM,Not Found,Not Found,Not Found,Not Found,YAHOO
QRTEA,4.19B,6.01%,366.65M,410.00M,FINVIZ
QRVO,18.95B,2.08%,110.61M,112.03M,FINVIZ
QS,12.94B,15.14%,238.52M,404.96M,FINVIZ
QSI,1.10B,N/A,79.81M,116.46M,YAHOO
QTEC,Not Found,Not Found,Not Found,Not Found,YAHOO
QTNT,257.93M,5.02%,76.34M,101.39M,FINVIZ
QTRX,1.85B,3.92%,34.03M,36.35M,FINVIZ
QTT,322.59M,2.40%,169.84M,299.55M,FINVIZ
QUBT,178.75M,3.29%,20.47M,29.06M,FINVIZ
QUIK,70.03M,3.05%,11.29M,11.48M,FINVIZ
QUMU,35.34M,1.23%,16.71M,17.74M,FINVIZ
QURE,1.39B,6.15%,40.24M,46.04M,FINVIZ
QYLD,Not Found,Not Found,Not Found,Not Found,YAHOO
RACB,188.83M,0.01%,15.45M,19.19M,FINVIZ
RADA,519.89M,1.97%,44.94M,49.13M,FINVIZ
RADI,1.31B,12.38%,48.41M,59.48M,FINVIZ
RAIL,68.80M,7.50%,12.05M,20.16M,FINVIZ
RAIN,411.16M,5.45%,15.19M,20.82M,FINVIZ
RAMMU,N/A,N/A,N/A,N/A,YAHOO
RANI,1.23B,3.47%,7.76M,53.61M,FINVIZ
RAPT,945.19M,6.31%,20.59M,25.59M,FINVIZ
RARE,5.71B,5.94%,64.81M,67.61M,FINVIZ
RAVE,22.35M,1.07%,16.00M,21.24M,FINVIZ
RAVN,2.08B,4.92%,35.37M,36.09M,FINVIZ
RBBN,859.50M,1.00%,119.07M,147.47M,FINVIZ
RCAT,167.89M,4.38%,31.52M,34.07M,FINVIZ
RCEL,414.06M,5.39%,24.51M,24.85M,FINVIZ
RCII,3.50B,3.79%,60.55M,66.31M,FINVIZ
RCKT,1.86B,13.48%,57.96M,63.06M,FINVIZ
RCLFU,-,0.00%,25.13M,-,FINVIZ
RCM,6.22B,3.72%,136.36M,268.25M,FINVIZ
RCMT,71.22M,1.41%,8.28M,11.14M,FINVIZ
RCON,60.35M,31.70%,4.98M,7.33M,FINVIZ
RDFN,5.50B,12.11%,101.73M,104.39M,FINVIZ
RDHL,249.37M,7.09%,34.99M,46.68M,FINVIZ
RDI,146.62M,0.36%,16.63M,21.81M,FINVIZ
RDNT,1.60B,3.41%,45.51M,52.24M,FINVIZ
RDUS,985.39M,9.48%,46.77M,47.39M,FINVIZ
RDVY,Not Found,Not Found,Not Found,Not Found,YAHOO
RDWR,1.61B,2.64%,37.90M,45.62M,FINVIZ
REAL,1.26B,19.01%,90.10M,91.06M,FINVIZ
REAX,439.87M,0.41%,51.32M,110.66M,FINVIZ
REDU,39.72M,0.19%,16.16M,56.48M,FINVIZ
REE,1.31B,0.37%,229.93M,313.34M,FINVIZ
REED,60.28M,0.25%,86.29M,90.80M,FINVIZ
REFR,74.90M,3.36%,27.09M,31.65M,FINVIZ
REG,11.96B,2.37%,168.37M,169.85M,FINVIZ
REGI,3.04B,9.54%,46.56M,48.12M,FINVIZ
REGN,68.09B,1.72%,102.21M,105.00M,FINVIZ
REKR,574.06M,25.19%,29.24M,40.97M,FINVIZ
RELI,27.03M,0.62%,10.82M,10.94M,FINVIZ
RELL,143.58M,1.13%,10.17M,13.29M,FINVIZ
RELY,5.51B,2.30%,11.63M,161.38M,YAHOO
REPH,93.27M,1.76%,36.60M,39.02M,FINVIZ
REPL,1.38B,4.81%,42.62M,51.91M,FINVIZ
RES,1.14B,12.78%,68.95M,215.73M,FINVIZ
RESN,146.14M,8.02%,59.27M,60.82M,FINVIZ
RETA,3.55B,13.64%,29.92M,36.30M,FINVIZ
RETO,30.15M,0.25%,14.92M,24.63M,FINVIZ
REVEU,N/A,N/A,N/A,N/A,YAHOO
REVHU,N/A,N/A,N/A,N/A,YAHOO
REYN,5.67B,5.67%,54.19M,209.80M,FINVIZ
RGC,190.84M,0.94%,2.62M,14.21M,FINVIZ
RGCO,185.59M,1.54%,7.34M,8.26M,FINVIZ
RGEN,15.73B,3.18%,51.06M,54.93M,FINVIZ
RGLD,6.48B,2.58%,65.46M,65.55M,FINVIZ
RGLS,43.00M,6.28%,76.83M,77.18M,FINVIZ
RGNX,1.46B,8.05%,37.18M,42.51M,FINVIZ
RGP,577.84M,1.58%,31.57M,32.89M,FINVIZ
RHE,12.08M,3.82%,1.52M,1.70M,FINVIZ
RIBT,27.80M,0.79%,44.39M,45.86M,FINVIZ
RICOU,N/A,N/A,13.15M,N/A,YAHOO
RIDE,970.51M,26.84%,111.46M,176.59M,FINVIZ
RIGL,553.55M,13.03%,170.31M,170.85M,YAHOO
RILY,1.95B,9.53%,15.63M,27.34M,FINVIZ
RILYT,N/A,N/A,N/A,N/A,YAHOO
RILYZ,N/A,N/A,N/A,N/A,YAHOO
RING,Not Found,Not Found,Not Found,Not Found,YAHOO
RIOT,2.72B,18.59%,93.33M,95.94M,FINVIZ
RIVE,121.05M,0.34%,6.53M,9.36M,YAHOO
RKDA,46.45M,4.38%,20.36M,21.75M,FINVIZ
RKLB,N/A,N/A,3.84M,448.8M,YAHOO
RLAY,3.43B,20.82%,61.35M,91.94M,FINVIZ
RLMD,406.74M,7.20%,13.24M,17.05M,FINVIZ
RLYB,564.24M,1.23%,29.76M,31.61M,FINVIZ
RMBI,198.75M,0.26%,10.60M,11.47M,FINVIZ
RMBL,1.95M,4.07%,1.99M,3.24M,FINVIZ
RMBS,2.53B,4.83%,107.29M,112.14M,FINVIZ
RMCF,51.82M,0.23%,4.08M,6.12M,FINVIZ
RMED,21.16M,5.08%,6.43M,7.03M,YAHOO
RMGCU,N/A,N/A,N/A,N/A,YAHOO
RMNI,902.65M,5.68%,43.16M,85.34M,FINVIZ
RMTI,52.08M,2.99%,91.16M,93.70M,FINVIZ
RNA,998.77M,21.09%,24.88M,37.58M,FINVIZ
RNAZ,33.87M,8.16%,2.95M,11.97M,FINVIZ
RNERU,N/A,N/A,N/A,N/A,YAHOO
RNLX,924.67M,1.38%,32.24M,36.03M,FINVIZ
RNST,2.08B,4.33%,54.30M,56.33M,FINVIZ
RNW,N/A,11.82%,145M,282.37M,YAHOO
RNWK,75.69M,1.37%,30.07M,44.28M,FINVIZ
RNXT,43.41M,0.99%,6.22M,8.38M,FINVIZ
ROAD,1.87B,2.05%,35.01M,51.69M,FINVIZ
ROCGU,-,0.01%,11.82M,-,FINVIZ
ROCR,146.60M,N/A,10.91M,14.78M,YAHOO
ROCRU,N/A,N/A,10.91M,N/A,YAHOO
ROIC,2.15B,4.52%,118.32M,118.53M,FINVIZ
ROIV,N/A,N/A,54.59M,N/A,YAHOO
ROKU,42.20B,3.66%,116.17M,132.71M,FINVIZ
ROLL,6.91B,3.61%,24.51M,25.02M,FINVIZ
ROLLP,N/A,N/A,24.57M,N/A,YAHOO
ROOT,1.23B,22.35%,96.83M,248.90M,FINVIZ
ROST,40.34B,1.38%,347.70M,352.87M,FINVIZ
ROVR,2.13B,N/A,82.66M,175.23M,YAHOO
RPAY,2.11B,7.16%,73.33M,79.78M,FINVIZ
RPD,7.13B,9.62%,55.24M,55.39M,FINVIZ
RPHM,167.80M,8.69%,3.56M,21.36M,FINVIZ
RPID,839.05M,1.30%,31.59M,41.15M,FINVIZ
RPRX,24.00B,4.42%,176.75M,409.34M,FINVIZ
RPTX,863.85M,4.66%,36.62M,37.04M,FINVIZ
RRD,466.62M,4.01%,69.62M,73.30M,FINVIZ
RRGB,307.59M,12.44%,14.71M,15.66M,FINVIZ
RRR,6.38B,4.32%,64.72M,70.21M,FINVIZ
RSLS,47.60M,5.06%,13.70M,17.50M,FINVIZ
RSSS,65.16M,0.13%,16.98M,26.14M,FINVIZ
RSVR,561.25M,N/A,36.6k,64.07M,YAHOO
RTLR,502.96M,0.98%,39.37M,41.03M,FINVIZ
RTPY,1.23B,0.27%,97.75M,122.18M,FINVIZ
RTPYU,N/A,N/A,94.56M,N/A,YAHOO
RUBY,1.28B,8.69%,83.78M,89.52M,FINVIZ
RUSHA,2.78B,0.87%,48.61M,56.01M,FINVIZ
RUTH,666.26M,3.64%,32.87M,34.40M,FINVIZ
RVACU,N/A,N/A,N/A,N/A,YAHOO
RVMD,2.17B,13.51%,72.66M,73.40M,FINVIZ
RVNC,1.01B,5.21%,66.10M,67.46M,FINVIZ
RVPH,46.34M,1.54%,6.48M,17.23M,FINVIZ
RVSB,163.54M,1.09%,20.74M,22.34M,FINVIZ
RWLK,62.62M,6.86%,42.15M,46.12M,FINVIZ
RXDX,1.24B,4.91%,25.32M,38.81M,FINVIZ
RXRAU,N/A,N/A,N/A,N/A,YAHOO
RXRX,3.33B,9.95%,130.78M,138.36M,FINVIZ
RXST,336.40M,2.21%,20.33M,28.08M,FINVIZ
RXT,2.78B,4.70%,205.61M,207.90M,FINVIZ
RYAAY,21.97B,0.20%,215.30M,225.66M,FINVIZ
RYTM,584.36M,7.88%,49.49M,50.21M,FINVIZ
RZLT,55.17M,0.62%,4.75M,8.35M,FINVIZ
SABR,3.50B,17.96%,319.25M,319.75M,FINVIZ
SAFM,4.20B,5.70%,20.23M,22.02M,FINVIZ
SAGE,2.36B,4.85%,51.54M,58.58M,FINVIZ
SAIA,8.09B,3.84%,26.09M,26.33M,FINVIZ
SALM,79.75M,1.36%,11.21M,26.87M,FINVIZ
SAMAU,N/A,N/A,N/A,N/A,YAHOO
SAMG,230.08M,0.41%,8.73M,9.66M,FINVIZ
SANA,3.87B,5.08%,164.89M,179.90M,FINVIZ
SANM,2.51B,2.49%,63.63M,65.43M,FINVIZ
SANW,167.70M,1.06%,35.85M,36.43M,FINVIZ
SASR,2.21B,1.65%,46.99M,47.29M,FINVIZ
SATS,2.12B,18.16%,38.94M,90.69M,FINVIZ
SAVA,1.76B,25.15%,37.46M,39.95M,FINVIZ
SBAC,37.23B,1.32%,108.44M,109.41M,FINVIZ
SBBP,Not Found,Not Found,Not Found,Not Found,YAHOO
SBCF,1.99B,2.20%,54.51M,55.42M,FINVIZ
SBEAU,-,0.00%,33.95M,-,FINVIZ
SBET,57.29M,8.90%,2.59M,3.16M,FINVIZ
SBGI,1.96B,7.92%,48.00M,75.33M,FINVIZ
SBLK,2.16B,1.66%,96.41M,101.80M,FINVIZ
SBNY,19.13B,2.70%,58.65M,60.63M,YAHOO
SBNYP,-,0.15%,58.66M,-,FINVIZ
SBRA,3.30B,1.95%,213.15M,216.26M,FINVIZ
SBT,266.77M,0.75%,24.60M,50.01M,FINVIZ
SBTX,305.33M,12.32%,32.12M,34.88M,FINVIZ
SBUX,124.95B,1.03%,1.18B,1.18B,FINVIZ
SCAQU,-,0.08%,23.62M,-,FINVIZ
SCHL,1.25B,1.22%,24.96M,34.40M,FINVIZ
SCKT,59.06M,1.52%,5.77M,7.13M,FINVIZ
SCLE,420.04M,N/A,34.33M,34.5M,YAHOO
SCLEU,-,0.07%,32.25M,-,FINVIZ
SCOA,704.36M,0.15%,57.50M,71.88M,FINVIZ
SCOAU,N/A,N/A,53.63M,N/A,YAHOO
SCOB,422.62M,N/A,N/A,34.5M,YAHOO
SCOBU,N/A,N/A,N/A,N/A,YAHOO
SCOR,330.67M,8.71%,68.28M,81.43M,FINVIZ
SCPH,165.35M,1.45%,10.50M,23.36M,FINVIZ
SCPL,2.55B,3.42%,23.68M,24.40M,FINVIZ
SCPS,63.61M,1.49%,7.38M,16.19M,FINVIZ
SCR,1.79B,1.15%,44.81M,50.34M,FINVIZ
SCVL,969.36M,13.86%,17.56M,28.32M,FINVIZ
SCWX,1.58B,5.39%,10.85M,82.98M,FINVIZ
SCYX,122.34M,15.26%,23.02M,26.02M,FINVIZ
SCZ,Not Found,Not Found,Not Found,Not Found,YAHOO
SDAC,387.01M,N/A,29.13M,31.62M,YAHOO
SDACU,-,0.01%,29.13M,-,FINVIZ
SDC,2.15B,31.06%,104.10M,118.34M,FINVIZ
SDGR,4.10B,10.48%,40.37M,70.58M,FINVIZ
SDH,52.96M,0.06%,11.39M,25.22M,FINVIZ
SDPI,31.22M,10.67%,9.28M,25.76M,FINVIZ
SEAC,47.98M,1.15%,40.60M,48.49M,FINVIZ
SECO,84.18M,0.09%,22.42M,70.65M,FINVIZ
SEDG,18.89B,3.39%,51.74M,52.08M,FINVIZ
SEED,51.53M,4.03%,3.90M,5.57M,FINVIZ
SEEL,213.52M,5.58%,97.31M,102.23M,FINVIZ
SEER,2.34B,12.10%,44.45M,60.84M,FINVIZ
SEIC,8.68B,1.73%,116.55M,142.07M,FINVIZ
SELB,413.17M,8.88%,82.36M,113.52M,FINVIZ
SENS,1.60B,20.77%,399.08M,431.84M,FINVIZ
SERA,321.99M,0.47%,24.72M,31.17M,FINVIZ
SESN,225.40M,4.82%,195.96M,196M,YAHOO
SEVN,150.26M,0.08%,9.07M,10.21M,FINVIZ
SFET,29.25M,1.98%,23.31M,26.12M,FINVIZ
SFIX,3.80B,13.65%,76.55M,107.53M,FINVIZ
SFM,2.50B,16.53%,113.62M,117.25M,FINVIZ
SFNC,3.49B,3.25%,106.64M,108.36M,FINVIZ
SFT,603.09M,19.53%,65.99M,78.05M,FINVIZ
SGAM,230.01M,0.77%,9.11M,17.97M,FINVIZ
SGAMU,-,0.00%,13.44M,-,FINVIZ
SGBX,18.76M,9.03%,6.65M,8.82M,FINVIZ
SGEN,32.54B,1.86%,180.72M,181.63M,FINVIZ
SGH,1.31B,9.57%,23.08M,24.04M,FINVIZ
SGHT,1.29B,3.21%,33.34M,47.85M,FINVIZ
SGLB,34.25M,5.74%,10.21M,10.49M,FINVIZ
SGMA,38.54M,2.91%,3.32M,4.28M,FINVIZ
SGMO,1.18B,8.48%,120.33M,143.98M,FINVIZ
SGMS,7.59B,10.38%,90.85M,96.00M,FINVIZ
SGOC,705.64M,0.90%,47.86M,100.89M,FINVIZ
SGRP,32.26M,0.10%,8.99M,21.26M,FINVIZ
SGRY,3.37B,4.88%,31.89M,69.27M,FINVIZ
SGTX,173.94M,2.49%,25.03M,31.57M,FINVIZ
SHACU,N/A,N/A,19.54M,N/A,YAHOO
SHBI,218.06M,5.70%,11.48M,11.75M,FINVIZ
SHC,7.00B,1.03%,275.13M,279.08M,FINVIZ
SHCR,2.32B,N/A,268.15M,335.14M,YAHOO
SHEN,1.39B,1.90%,47.97M,49.95M,FINVIZ
SHIP,198.66M,2.88%,158.57M,160.17M,FINVIZ
SHLS,5.50B,5.99%,103.53M,166.61M,FINVIZ
SHOO,3.65B,5.43%,76.90M,78.90M,FINVIZ
SHQAU,-,0.02%,21.58M,-,FINVIZ
SHV,Not Found,Not Found,Not Found,Not Found,YAHOO
SHY,Not Found,Not Found,Not Found,Not Found,YAHOO
SIBN,755.65M,4.07%,32.65M,32.98M,FINVIZ
SIC,370.05M,0.24%,19.21M,25.54M,FINVIZ
SIEB,100.17M,1.45%,10.85M,31.28M,FINVIZ
SIEN,357.64M,19.12%,56.17M,57.65M,FINVIZ
SIERU,N/A,N/A,N/A,N/A,YAHOO
SIFY,610.50M,N/A,28.18M,182.24M,YAHOO
SIGA,540.53M,3.03%,42.68M,75.81M,FINVIZ
SILK,2.02B,6.61%,33.62M,34.53M,FINVIZ
SIMO,2.56B,3.66%,30.19M,34.85M,FINVIZ
SINO,53.98M,5.73%,13.17M,15.00M,FINVIZ
SINT,31.10M,3.09%,23.69M,24.69M,FINVIZ
SIOX,162.73M,1.61%,54.08M,72.86M,FINVIZ
SIRI,24.83B,19.92%,849.19M,4.08B,FINVIZ
SITM,5.04B,3.14%,12.86M,18.94M,FINVIZ
SIVB,38.12B,1.32%,54.04M,54.35M,FINVIZ
SJ,167.63M,2.39%,3.28M,30.58M,FINVIZ
SKIN,3.61B,N/A,83.57M,133.42M,YAHOO
SKLZ,4.43B,21.68%,275.03M,385.94M,FINVIZ
SKOR,Not Found,Not Found,Not Found,Not Found,YAHOO
SKYAU,N/A,N/A,N/A,N/A,YAHOO
SKYT,1.29B,17.71%,8.24M,34.71M,FINVIZ
SKYW,2.22B,2.22%,49.38M,50.35M,FINVIZ
SKYY,Not Found,Not Found,Not Found,Not Found,YAHOO
SLAB,8.51B,5.08%,44.01M,44.80M,FINVIZ
SLAM,700.06M,N/A,N/A,57.5M,YAHOO
SLAMU,N/A,N/A,N/A,N/A,YAHOO
SLCR,428.18M,0.16%,34.50M,37.50M,FINVIZ
SLCRU,-,0.00%,34.14M,-,FINVIZ
SLCT,Not Found,Not Found,Not Found,Not Found,YAHOO
SLDB,237.10M,8.55%,82.68M,112.30M,FINVIZ
SLGC,2.31B,1.42%,157.91M,181.16M,FINVIZ
SLGG,112.38M,6.32%,21.76M,27.17M,FINVIZ
SLGN,4.46B,2.09%,83.45M,110.44M,FINVIZ
SLM,5.34B,1.41%,290.27M,299.89M,FINVIZ
SLNO,58.93M,2.04%,62.22M,79.75M,FINVIZ
SLQD,Not Found,Not Found,Not Found,Not Found,YAHOO
SLRX,38.66M,2.22%,44.10M,44.76M,FINVIZ
SLS,138.42M,5.44%,15.85M,15.87M,YAHOO
SLVO,Not Found,Not Found,Not Found,Not Found,YAHOO
SLVRU,N/A,N/A,N/A,N/A,YAHOO
SMCI,1.79B,1.61%,43.34M,50.23M,FINVIZ
SMED,158.65M,5.19%,15.91M,16.93M,FINVIZ
SMFR,1.82B,N/A,N/A,240.19M,YAHOO
SMH,Not Found,Not Found,Not Found,Not Found,YAHOO
SMIHU,N/A,N/A,N/A,N/A,YAHOO
SMIT,14.93M,0.55%,3.62M,3.78M,FINVIZ
SMMT,510.63M,2.13%,25.34M,90.65M,FINVIZ
SMPL,3.50B,2.42%,84.59M,95.77M,FINVIZ
SMSI,320.57M,5.48%,46.58M,53.02M,FINVIZ
SMTC,5.53B,1.68%,63.46M,64.72M,FINVIZ
SNAP,113.24B,4.22%,1.17B,1.58B,FINVIZ
SNBR,2.08B,15.90%,22.50M,24.37M,FINVIZ
SNCE,N/A,N/A,2.52M,114.71M,YAHOO
SNCR,231.63M,9.84%,39.89M,44.13M,FINVIZ
SNCRL,N/A,N/A,N/A,N/A,YAHOO
SNCY,1.73B,2.93%,55.81M,57.16M,FINVIZ
SND,101.46M,7.09%,21.68M,41.75M,FINVIZ
SNDL,1.36B,14.33%,2.06B,2.06B,YAHOO
SNDX,929.90M,13.86%,45.66M,51.60M,FINVIZ
SNES,18.26M,0.78%,10.92M,12.18M,FINVIZ
SNFCA,153.55M,0.65%,7.91M,20.11M,FINVIZ
SNGX,72.80M,2.55%,40.00M,40.07M,FINVIZ
SNMP,58.99M,3.87%,10.28M,56.19M,FINVIZ
SNOA,12.41M,15.26%,2.07M,2.09M,FINVIZ
SNPO,1.16B,2.62%,17.89M,75.9M,YAHOO
SNPS,50.79B,1.29%,151.54M,152.63M,FINVIZ
SNPX,66.16M,32.81%,2.99M,3.97M,FINVIZ
SNRH,506.63M,0.03%,41.40M,51.75M,FINVIZ
SNRHU,-,0.02%,41.40M,-,FINVIZ
SNSE,262.79M,2.33%,19.38M,30.59M,FINVIZ
SNT,97.34M,0.66%,13.31M,23.16M,FINVIZ
SNTG,35.79M,7.40%,5.27M,16.05M,FINVIZ
SNY,124.82B,0.31%,2.26B,2.50B,FINVIZ
SOFI,16.28B,7.53%,614.66M,799.63M,FINVIZ
SOHO,39.17M,3.44%,13.96M,14.85M,FINVIZ
SOHU,840.18M,1.77%,28.31M,39.51M,FINVIZ
SOLO,420.50M,17.48%,98.73M,112.96M,FINVIZ
SOLY,444.33M,16.70%,11.55M,21.41M,FINVIZ
SONM,20.52M,0.79%,58.33M,66.95M,FINVIZ
SONN,40.01M,1.06%,56.27M,62.38M,FINVIZ
SONO,4.16B,6.65%,124.22M,125.14M,FINVIZ
SOPH,1.00B,0.75%,61.12M,70.65M,FINVIZ
